Date,Open,High,Low,Close,Adj Close,Volume
2020-12-03,23.549999,25.620001,23.500000,24.030001,24.030001,85634300
2020-12-04,24.879999,25.240000,23.510000,23.850000,23.850000,56044100
2020-12-07,24.440001,29.000000,24.440001,28.940001,28.940001,118463700
2020-12-08,30.629999,31.240000,27.250000,28.590000,28.590000,124754300
2020-12-09,28.680000,28.850000,25.330000,26.629999,26.629999,79634700
2020-12-10,25.541000,28.040001,25.150000,27.040001,27.040001,57774800
2020-12-11,27.150000,28.270000,26.059999,27.200001,27.200001,52764400
2020-12-14,28.260000,28.260000,26.730000,27.240000,27.240000,44734500
2020-12-15,26.820000,27.100000,25.520000,26.430000,26.430000,49273200
2020-12-16,25.709999,26.160000,25.110001,25.920000,25.920000,44013400
2020-12-17,26.520000,27.450001,26.049999,27.230000,27.230000,53829800
2020-12-18,26.270000,26.850000,25.799999,25.969999,25.969999,71042900
2020-12-21,26.190001,28.700001,25.400000,28.510000,28.510000,76729100
2020-12-22,29.030001,29.420000,26.820000,28.040001,28.040001,66033100
2020-12-23,28.950001,29.389999,28.049999,28.690001,28.690001,58772200
2020-12-24,28.798000,29.160000,27.520000,27.750000,27.750000,26306800
2020-12-28,28.389999,28.590000,25.400000,25.629999,25.629999,55878700
2020-12-29,25.750000,26.181999,24.340000,24.660000,24.660000,47302400
2020-12-30,24.969999,25.910000,24.629999,25.100000,25.100000,34586700
2020-12-31,24.629999,24.719999,23.520000,23.549999,23.549999,39922500
2021-01-04,23.910000,24.500000,22.500000,23.370001,23.370001,44970400
2021-01-05,23.180000,24.670000,22.889999,24.600000,24.600000,29050400
2021-01-06,24.120001,24.459999,23.250000,23.540001,23.540001,32732900
2021-01-07,24.020000,25.190001,23.670000,25.000000,25.000000,32240000
2021-01-08,25.700001,26.440001,24.700001,25.200001,25.200001,41313800
2021-01-11,24.610001,26.600000,24.309999,25.930000,25.930000,32609000
2021-01-12,26.340000,26.420000,25.510000,26.180000,26.180000,26887200
2021-01-13,25.709999,27.430000,25.129999,25.500000,25.500000,51216600
2021-01-14,25.450001,25.620001,24.370001,24.920000,24.920000,32908000
2021-01-15,26.260000,28.000000,25.459999,25.639999,25.639999,92285500
2021-01-19,26.809999,27.540001,26.000000,26.620001,26.620001,48675800
2021-01-20,27.290001,27.299999,25.700001,26.340000,26.340000,37459000
2021-01-21,26.420000,26.680000,25.299999,25.980000,25.980000,29891400
2021-01-22,25.850000,32.650002,25.820000,32.580002,32.580002,156844700
2021-01-25,34.459999,39.580002,29.559999,36.230000,36.230000,191345300
2021-01-26,35.139999,36.869999,34.320000,35.369999,35.369999,65870000
2021-01-27,32.970001,45.000000,32.250000,39.000000,39.000000,170758800
2021-01-28,39.540001,42.000000,33.099998,35.660000,35.660000,85250700
2021-01-29,36.610001,38.009998,34.660000,35.180000,35.180000,42030900
2021-02-01,35.330002,35.619999,32.580002,33.959999,33.959999,43460900
2021-02-02,34.099998,34.200001,30.500000,31.020000,31.020000,69647900
2021-02-03,32.389999,32.950001,31.379999,31.760000,31.760000,35312000
2021-02-04,32.580002,33.180000,31.049999,32.049999,32.049999,31565000
2021-02-05,32.610001,35.200001,31.750000,34.049999,34.049999,62375300
2021-02-08,37.220001,39.220001,35.889999,36.049999,36.049999,72376000
2021-02-09,36.900002,38.255001,36.130001,38.169998,38.169998,44243200
2021-02-10,38.150002,38.240002,35.000000,35.700001,35.700001,45177200
2021-02-11,35.790001,35.980000,32.610001,33.110001,33.110001,52094900
2021-02-12,33.360001,33.650002,31.340000,31.910000,31.910000,60925600
2021-02-16,30.020000,30.440001,27.299999,27.840000,27.840000,180294300
2021-02-17,27.990000,29.730000,27.000000,27.080000,27.080000,151007000
2021-02-18,24.990000,26.309999,24.500000,25.170000,25.170000,313175100
2021-02-19,27.020000,29.959999,26.900000,29.000000,29.000000,320063700
2021-02-22,29.959999,30.190001,27.535999,28.000000,28.000000,183049500
2021-02-23,25.959999,27.459999,23.900000,26.750000,26.750000,145289400
2021-02-24,26.709999,27.230000,25.750000,26.389999,26.389999,90095700
2021-02-25,25.820000,26.440001,23.150000,23.959999,23.959999,161776400
2021-02-26,24.200001,24.500000,22.700001,23.900000,23.900000,119588600
2021-03-01,25.190001,25.900000,24.620001,24.809999,24.809999,85059900
2021-03-02,25.000000,25.590000,24.260000,24.480000,24.480000,73997000
2021-03-03,24.990000,25.167999,23.430000,23.590000,23.590000,79046200
2021-03-04,24.850000,25.559999,23.049999,24.730000,24.730000,161611200
2021-03-05,24.360001,24.680000,20.180000,23.950001,23.950001,173468600
2021-03-08,23.770000,24.580000,22.400000,22.520000,22.520000,94432800
2021-03-09,23.379999,24.740000,23.100000,24.260000,24.260000,99586500
2021-03-10,25.030001,26.240000,24.270000,24.750000,24.750000,103212800
2021-03-11,25.950001,26.840000,25.580000,26.730000,26.730000,84788700
2021-03-12,25.740000,26.920000,25.180000,26.920000,26.920000,58721900
2021-03-15,27.350000,27.469999,26.309999,26.790001,26.790001,56101500
2021-03-16,26.750000,27.100000,25.230000,25.610001,25.610001,73615100
2021-03-17,24.520000,25.730000,24.299999,25.209999,25.209999,77081700
2021-03-18,24.730000,25.180000,23.780001,23.980000,23.980000,57141400
2021-03-19,24.010000,24.570000,23.389999,24.320000,24.320000,57915900
2021-03-22,24.889999,24.920000,23.860001,24.219999,24.219999,46208100
2021-03-23,24.000000,24.105000,23.100000,23.260000,23.260000,50169700
2021-03-24,23.299999,23.485001,21.750000,21.879999,21.879999,69271900
2021-03-25,21.200001,22.799999,21.049999,22.580000,22.580000,74592600
2021-03-26,22.629999,23.049999,21.760000,22.580000,22.580000,57916400
2021-03-29,22.480000,22.500000,21.389999,21.730000,21.730000,57647400
2021-03-30,21.360001,22.090000,20.860001,22.040001,22.040001,52039700
2021-03-31,22.500000,23.850000,22.379999,23.290001,23.290001,61458500
2021-04-01,23.950001,23.950001,22.730000,23.070000,23.070000,51788800
2021-04-05,23.780001,24.450001,23.340000,23.440001,23.440001,65374300
2021-04-06,23.549999,23.610001,22.830000,23.270000,23.270000,41933500
2021-04-07,23.000000,23.549999,22.809999,22.900000,22.900000,32766200
2021-04-08,23.200001,23.600000,22.740000,23.410000,23.410000,35905500
2021-04-09,23.459999,24.350000,23.370001,24.040001,24.040001,54082700
2021-04-12,24.520000,24.549999,22.730000,23.340000,23.340000,68620800
2021-04-13,23.190001,25.659000,23.120001,25.420000,25.420000,83913500
2021-04-14,25.350000,26.200001,23.650000,23.700001,23.700001,108793800
2021-04-15,24.010000,24.059999,22.690001,23.150000,23.150000,58849300
2021-04-16,22.860001,23.260000,22.299999,22.469999,22.469999,46627700
2021-04-19,22.150000,22.330000,21.530001,21.940001,21.940001,45753900
2021-04-20,21.959999,22.549999,21.240000,21.780001,21.780001,47123100
2021-04-21,21.650000,22.639999,21.430000,22.629999,22.629999,42641400
2021-04-22,22.940001,23.510000,22.510000,22.860001,22.860001,51346400
2021-04-23,22.889999,23.549999,22.740000,23.410000,23.410000,32052800
2021-04-26,23.690001,24.260000,23.459999,24.110001,24.110001,33667600
2021-04-27,24.170000,24.260000,23.570000,23.879999,23.879999,27678300
2021-04-28,23.670000,24.170000,23.420000,23.850000,23.850000,22068100
2021-04-29,23.870001,24.139999,22.809999,23.370001,23.370001,36770100
2021-04-30,23.180000,23.549999,22.840000,23.040001,23.040001,24717300
2021-05-03,23.010000,23.080000,22.209999,22.299999,22.299999,33934400
2021-05-04,21.940001,22.200001,20.870001,21.639999,21.639999,63429600
2021-05-05,21.809999,21.940001,20.969999,21.150000,21.150000,39134700
2021-05-06,21.020000,21.020000,19.410000,20.090000,20.090000,92201100
2021-05-07,20.299999,20.750000,19.580000,19.750000,19.750000,63725500
2021-05-10,19.280001,19.299999,18.180000,18.469999,18.469999,104670500
2021-05-11,17.200001,20.299999,17.055000,20.209999,20.209999,203230500
2021-05-12,20.000000,20.000000,18.510000,18.889999,18.889999,128281500
2021-05-13,19.139999,19.469999,17.820000,18.370001,18.370001,87811600
2021-05-14,18.820000,20.200001,18.530001,20.080000,20.080000,79409500
2021-05-17,19.730000,20.490000,19.629999,20.459999,20.459999,50039600
2021-05-18,20.520000,21.620001,20.260000,21.240000,21.240000,59672400
2021-05-19,20.100000,21.035000,19.940001,20.670000,20.670000,45314000
2021-05-20,20.750000,20.809999,20.280001,20.610001,20.610001,46302400
2021-05-21,20.840000,21.160000,20.469999,20.750000,20.750000,35372900
2021-05-24,21.059999,21.520000,20.674999,21.219999,21.219999,46596800
2021-05-25,21.420000,22.110001,21.280001,21.480000,21.480000,49890800
2021-05-26,21.580000,22.240000,21.490000,22.120001,22.120001,42958300
2021-05-27,22.010000,22.700001,21.650000,22.700001,22.700001,76230500
2021-05-28,23.000000,24.750000,22.760000,22.950001,22.950001,111846000
2021-06-01,23.190001,23.350000,22.360001,23.059999,23.059999,52695500
2021-06-02,23.020000,24.840000,22.820000,24.450001,24.450001,86473200
2021-06-03,24.139999,24.260000,23.340000,23.629999,23.629999,48164200
2021-06-04,23.709999,24.490000,23.500000,24.030001,24.030001,42537600
2021-06-07,24.000000,24.760000,23.790001,24.459999,24.459999,49641000
2021-06-08,24.850000,25.230000,23.930000,24.379999,24.379999,53488600
2021-06-09,24.450001,24.740000,24.170000,24.170000,24.170000,36006200
2021-06-10,24.000000,24.389999,23.440001,24.139999,24.139999,35482900
2021-06-11,24.120001,24.709999,24.030001,24.670000,24.670000,33113100
2021-06-14,24.730000,25.150000,24.469999,25.000000,25.000000,51801500
2021-06-15,25.030001,25.549999,24.389999,24.410000,24.410000,46693200
2021-06-16,24.090000,24.940001,23.860001,24.799999,24.799999,58452600
2021-06-17,24.680000,25.459999,24.549999,25.450001,25.450001,64408400
2021-06-18,25.590000,25.940001,25.020000,25.370001,25.370001,65852600
2021-06-21,25.100000,25.549999,24.510000,25.420000,25.420000,54805000
2021-06-22,25.389999,25.520000,24.959999,25.400000,25.400000,46171100
2021-06-23,25.459999,26.350000,25.340000,26.270000,26.270000,53362200
2021-06-24,26.490000,26.709999,26.170000,26.530001,26.530001,48419400
2021-06-25,26.580000,27.010000,26.245001,26.780001,26.780001,140832700
2021-06-28,26.980000,27.500000,26.860001,27.379999,27.379999,42184600
2021-06-29,27.379999,27.440001,26.440001,26.629999,26.629999,38478900
2021-06-30,26.480000,26.920000,26.209999,26.360001,26.360001,28957100
2021-07-01,26.100000,26.129999,24.590000,24.719999,24.719999,55429800
2021-07-02,25.000000,25.340000,24.330000,24.440001,24.440001,29389500
2021-07-06,24.600000,25.200001,24.469999,24.680000,24.680000,28764500
2021-07-07,24.230000,24.260000,22.719999,22.889999,22.889999,66937300
2021-07-08,22.430000,23.209999,22.250000,23.080000,23.080000,34612600
2021-07-09,22.959999,23.389999,22.760000,23.290001,23.290001,22492400
2021-07-12,23.260000,23.495001,22.879999,22.950001,22.950001,23457200
2021-07-13,22.980000,22.990000,22.420000,22.450001,22.450001,24748800
2021-07-14,22.490000,22.620001,21.510000,21.559999,21.559999,33796200
2021-07-15,21.719999,22.055000,21.010000,21.469999,21.469999,31871000
2021-07-16,21.600000,21.709999,21.240000,21.370001,21.370001,19503100
2021-07-19,20.969999,21.690001,20.549999,21.540001,21.540001,30314400
2021-07-20,21.629999,22.350000,21.219999,22.180000,22.180000,22954000
2021-07-21,22.270000,22.680000,22.120001,22.520000,22.520000,20437300
2021-07-22,22.549999,22.670000,21.879999,22.070000,22.070000,17468900
2021-07-23,22.010000,22.080000,21.510000,21.809999,21.809999,17653300
2021-07-26,21.799999,22.299999,21.480000,22.129999,22.129999,16267900
2021-07-27,21.959999,22.110001,21.090000,21.680000,21.680000,23078700
2021-07-28,21.750000,22.615000,21.690001,22.559999,22.559999,25073600
2021-07-29,22.780001,22.850000,22.139999,22.180000,22.180000,19219100
2021-07-30,21.850000,22.406000,21.709999,21.709999,21.709999,15821000
2021-08-02,21.910000,22.370001,21.480000,22.100000,22.100000,21372900
2021-08-03,22.030001,22.270000,21.709999,22.240000,22.240000,17040100
2021-08-04,22.200001,22.540001,22.070000,22.299999,22.299999,15537400
2021-08-05,22.219999,22.770000,22.020000,22.520000,22.520000,18575200
2021-08-06,22.639999,22.690001,21.790001,21.820000,21.820000,24107900
2021-08-09,21.850000,23.280001,21.799999,22.930000,22.930000,35611100
2021-08-10,23.010000,23.520000,22.780001,22.920000,22.920000,25947900
2021-08-11,23.070000,23.190001,22.090000,22.350000,22.350000,34679000
2021-08-12,24.450001,25.760000,23.584999,24.889999,24.889999,189287200
2021-08-13,25.000000,25.100000,24.309999,24.900000,24.900000,52242400
2021-08-16,24.900000,24.900000,23.770000,24.500000,24.500000,45907300
2021-08-17,23.900000,24.590000,23.740000,23.969999,23.969999,35348300
2021-08-18,24.070000,25.940001,23.680000,25.280001,25.280001,92065600
2021-08-19,25.010000,25.639999,24.139999,24.160000,24.160000,67605600
2021-08-20,24.219999,24.480000,23.660000,24.010000,24.010000,51982200
2021-08-23,24.020000,24.930000,23.900000,24.820000,24.820000,35705300
2021-08-24,25.000000,25.350000,24.760000,25.100000,25.100000,37227400
2021-08-25,25.120001,25.190001,24.070000,24.350000,24.350000,54678500
2021-08-26,24.400000,25.410000,24.360001,24.870001,24.870001,46179400
2021-08-27,25.049999,26.090000,24.910000,25.709999,25.709999,52186500
2021-08-30,25.740000,26.600000,25.620001,25.760000,25.760000,44139300
2021-08-31,25.790001,26.360001,25.660000,26.340000,26.340000,93168600
2021-09-01,26.459999,26.510000,26.030001,26.200001,26.200001,34417200
2021-09-02,26.209999,26.870001,26.090000,26.510000,26.510000,38460100
2021-09-03,26.490000,26.750000,26.219999,26.639999,26.639999,26609500
2021-09-07,26.790001,26.879999,26.270000,26.700001,26.700001,35835100
2021-09-08,26.600000,26.610001,24.959999,25.580000,25.580000,54394400
2021-09-09,25.389999,26.240000,25.290001,26.129999,26.129999,34190800
2021-09-10,26.180000,26.730000,26.170000,26.280001,26.280001,37215800
2021-09-13,26.150000,26.239000,25.030001,25.830000,25.830000,42372300
2021-09-14,25.969999,26.700001,25.900000,26.260000,26.260000,34569000
2021-09-15,26.299999,27.150000,26.030001,27.080000,27.080000,49555500
2021-09-16,27.200001,28.790001,27.020000,28.629999,28.629999,109992000
2021-09-17,28.660000,29.290001,28.070000,28.709999,28.709999,182052600
2021-09-20,27.570000,28.100000,26.059999,26.549999,26.549999,89413500
2021-09-21,26.889999,27.149000,26.080000,26.620001,26.620001,50933600
2021-09-22,26.610001,27.770000,26.582001,27.430000,27.430000,44308100
2021-09-23,27.709999,29.190001,27.670000,28.770000,28.770000,60028600
2021-09-24,28.270000,28.760000,27.900999,28.559999,28.559999,40309700
2021-09-27,28.230000,28.379999,27.230000,27.469999,27.469999,44102800
2021-09-28,27.020000,27.129999,25.209999,25.340000,25.340000,64206200
2021-09-29,25.610001,25.700001,24.420000,24.520000,24.520000,46164500
2021-09-30,24.690001,25.049999,23.879999,24.040001,24.040001,59505600
2021-10-01,24.209999,24.360001,23.719999,24.330000,24.330000,32778000
2021-10-04,24.010000,24.049999,23.020000,23.170000,23.170000,46789700
2021-10-05,23.209999,23.879999,23.070000,23.209999,23.209999,51727500
